date,total_doses_administered,New doses,New dose 7 day average,total_individuals_at_least_one,% of pop one dose,total_individuals_fully_vaccinated,% of pop two doses,total_individuals_3doses,% of pop three doses,Total Cases,New Cases,New Cases 7 Day Average,Number of patients hospitalized with COVID-19,Number of patients in ICU due to COVID-19,Hospitial + ICU,Hospital + ICU average,Email sent?
2022-01-01,,,,,,,,,,,,,,,,,
2021-12-31,27208675.0,,,12208736.0,,11410550.0,,3571791.0,,756361.0,,,1144.0,205.0,,,
2021-12-30,27012866.0,,,12197443.0,,11404979.0,,3392882.0,,739648.0,,,965.0,200.0,,,
2021-12-29,26815586.0,,,12186402.0,,11400095.0,,3211538.0,,725841.0,,,726.0,190.0,,,
2021-12-28,26639237.0,,,12175396.0,,11394756.0,,3051672.0,,715405.0,,,491.0,187.0,,,
2021-12-27,26494532.0,,,12167859.0,,11390166.0,,2919190.0,,706580.0,,,480.0,176.0,,,
2021-12-26,26449368.0,,,12166183.0,,11389124.0,,2876761.0,,697162.0,,,373.0,168.0,,,
2021-12-25,26435461.0,,,12165681.0,,11388860.0,,2863624.0,,687336.0,,,510.0,167.0,,,
2021-12-24,26343050.0,,,12160489.0,,11383811.0,,2770783.0,,676924.0,,,508.0,164.0,,,
2021-12-23,26113307.0,,,12148870.0,,11379811.0,,2567601.0,,667353.0,,,440.0,169.0,,,
2021-12-22,25860049.0,,,12134992.0,,11373519.0,,2334698.0,,661563.0,,,420.0,168.0,,,
2021-12-21,25629533.0,206595.0,149349.0,12119220.0,0.8214,11367446.0,0.7704,3571791.0,,657180.0,3453.0,"3,153",412.0,165.0,577.0,503.142857142857,
2021-12-20,25422938.0,107158.0,134035.0,12105031.0,0.8204,11362551.0,0.7701,3571791.0,,653727.0,3784.0,"2,863",284.0,164.0,448.0,498.857142857143,
2021-12-19,25315780.0,140827.0,123722.0,12094044.0,0.8196,11359730.0,0.7699,3571791.0,,649943.0,4177.0,"2,542",283.0,159.0,442.0,494.0,
2021-12-18,25174953.0,168923.0,112450.0,12074997.0,0.8184,11355707.0,0.7696,3571791.0,,645766.0,3301.0,"2,156",382.0,154.0,536.0,485.142857142857,
2021-12-17,25006030.0,156525.0,100251.0,12060658.0,0.8174,11350356.0,0.7692,3571791.0,,642465.0,3124.0,"1,914",358.0,157.0,515.0,475.571428571429,
2021-12-16,24849505.0,137803.0,89089.0,12047096.0,0.8165,11345168.0,0.7689,3571791.0,,639341.0,2421.0,"1,676",328.0,165.0,493.0,467.714285714286,
2021-12-15,24711702.0,127613.0,80130.0,12033585.0,0.8155,11340162.0,0.7686,3571791.0,,636920.0,1808.0,"1,514",357.0,154.0,511.0,463.571428571429,
2021-12-14,24584089.0,99397.0,72518.0,12019901.0,0.8146,11334812.0,0.7682,3571791.0,,635112.0,1429.0,"1,400",385.0,162.0,547.0,460.285714285714,
2021-12-13,24484692.0,34966.0,66980.0,12010172.0,0.81,11330544.0,0.7679,3571791.0,,633683.0,1536.0,"1,328",253.0,161.0,414.0,454.285714285714,
2021-12-12,24449726.0,61920.0,67624.0,11998141.0,0.8131,11327927.0,0.7677,3571791.0,,632147.0,1476.0,"1,236",222.0,158.0,380.0,438.714285714286,
2021-12-11,24387806.0,83534.0,67776.0,11974499.0,0.8115,11323370.0,0.7674,3571791.0,,630671.0,1607.0,"1,194",323.0,146.0,469.0,427.857142857143,
2021-12-10,24304272.0,78390.0,67400.0,11953275.0,0.8101,11316878.0,0.77,3571791.0,,629064.0,1453.0,"1,115",309.0,151.0,460.0,424.285714285714,
2021-12-09,24225882.0,75093.0,168632.0,11934401.0,0.8088,11311453.0,0.7666,3571791.0,,627611.0,1290.0,"1,055",309.0,155.0,464.0,420.285714285714,
2021-12-08,24150789.0,74325.0,167536.0,11915256.0,0.8075,11306219.0,0.7663,3571791.0,,626321.0,1009.0,"1,119",333.0,155.0,488.0,417.714285714286,
2021-12-07,24076464.0,60631.0,144875.0,11895203.0,0.8062,11300708.0,0.7659,3571791.0,,625312.0,928.0,"1,036",340.0,165.0,505.0,412.428571428571,
2021-12-06,24015833.0,39472.0,140102.0,11879574.0,0.8051,11295706.0,0.7655,3571791.0,,624384.0,887.0,"1,019",137.0,168.0,305.0,400.142857142857,
2021-12-05,23976361.0,62989.0,139324.0,11859860.0,0.8038,11292723.0,0.7653,3571791.0,,623497.0,1184.0,"1,028",140.0,164.0,304.0,398.428571428571,
2021-12-04,23913372.0,80898.0,135159.0,11827387.0,0.8016,11288025.0,0.77,3571791.0,,622313.0,1053.0,987,284.0,160.0,444.0,391.714285714286,
2021-12-03,23832474.0,787013.0,127525.0,11799063.0,0.7997,11281481.0,0.7646,3571791.0,,621260.0,1031.0,971,286.0,146.0,432.0,383.714285714286,
2021-12-02,23045461.0,67424.0,30719.0,11773193.0,0.7979,11272268.0,0.76,3571791.0,,620229.0,1739.0,936,291.0,155.0,446.0,380.285714285714,
2021-12-01,23011482.0,33445.0,25475.0,11745278.0,0.8,11266204.0,0.7635,3571791.0,,619270.0,780.0,821,296.0,155.0,451.0,372.857142857143,
2021-11-30,22978037.0,27129.0,22512.0,11718308.0,0.7942,11259729.0,0.7631,3571791.0,,618490.0,687.0,794,266.0,153.0,419.0,369.285714285714,
2021-11-29,22950908.0,22442.0,20222.0,11696852.0,0.7927,11254056.0,0.7627,3571791.0,,617803.0,788.0,784,145.0,148.0,293.0,368.857142857143,
2021-11-28,22928466.0,33249.0,17943.0,11677477.0,0.7914,11250989.0,0.7625,3571791.0,,617015.0,964.0,761,122.0,135.0,257.0,365.428571428571,
2021-11-27,22895217.0,29674.0,14822.0,11649577.0,0.7895,11245640.0,0.7621,3571791.0,,616051.0,854.0,729,254.0,134.0,388.0,363.285714285714,
2021-11-26,22865543.0,19820.0,12778.0,11627085.0,0.79,11238458.0,0.7617,3571791.0,,615197.0,927.0,711,268.0,140.0,408.0,364.142857142857,
2021-11-25,22845723.0,12566.0,11932.0,11614857.0,0.7872,11230866.0,0.7611,3571791.0,,614270.0,748.0,692,257.0,137.0,394.0,362.571428571429,
2021-11-24,22833157.0,12706.0,12117.0,11609824.0,0.7868,11223333.0,0.7606,3571791.0,,613522.0,591.0,686,289.0,137.0,426.0,364.428571428571,
2021-11-23,22820451.0,11096.0,12451.0,11604876.0,0.7865,11215575.0,0.7601,3571791.0,,612931.0,613.0,675,282.0,134.0,416.0,361.714285714286,
2021-11-22,22809355.0,6488.0,12743.0,11600688.0,0.7862,11208667.0,0.7596,3571791.0,,612318.0,627.0,656,136.0,133.0,269.0,365.142857142857,
2021-11-21,22802867.0,11404.0,12852.0,11598368.0,0.7861,11204499.0,0.7594,3571791.0,,611691.0,741.0,645,107.0,135.0,242.0,366.571428571429,
2021-11-20,22791463.0,15367.0,13090.0,11594309.0,0.7858,11197154.0,0.7589,3571791.0,,610950.0,728.0,635,283.0,111.0,394.0,369.0,
2021-11-19,22776096.0,13897.0,13486.0,11588750.0,0.7854,11187346.0,0.7582,3571791.0,,610222.0,793.0,625,269.0,128.0,397.0,369.0,
2021-11-18,22762199.0,13862.0,13424.0,11583723.0,0.7851,11178476.0,0.7576,3571791.0,,609429.0,711.0,597,278.0,129.0,407.0,360.428571428571,
2021-11-17,22748337.0,15040.0,13724.0,11578570.0,0.7847,11169767.0,0.76,3571791.0,,608718.0,512.0,587,274.0,133.0,407.0,357.0,
2021-11-16,22733297.0,13146.0,13755.0,11572794.0,0.7843,11160503.0,0.7564,3571791.0,,608206.0,481.0,579,301.0,139.0,440.0,353.0,
2021-11-15,22720151.0,7251.0,13742.0,11568029.0,0.78,11152122.0,0.7558,3571791.0,,607725.0,552.0,573,138.0,141.0,279.0,344.142857142857,
2021-11-14,22712900.0,13066.0,15142.0,11565488.0,0.7838,11147412.0,0.7555,3571791.0,,607173.0,666.0,563,126.0,133.0,259.0,337.428571428571,
2021-11-13,22699834.0,18138.0,15098.0,11561111.0,0.7835,11138723.0,0.7549,3571791.0,,606507.0,661.0,559,263.0,131.0,394.0,331.714285714286,
2021-11-12,22681696.0,13468.0,13765.0,11555033.0,0.7831,11126663.0,0.7541,3571791.0,,605846.0,598.0,537,207.0,130.0,337.0,323.0,
2021-11-11,22668228.0,15962.0,14113.0,11550229.0,0.7828,11117999.0,0.7535,3571791.0,,605248.0,642.0,532,251.0,132.0,383.0,325.428571428571,
2021-11-10,22652266.0,15257.0,14202.0,11544508.0,0.7824,11107758.0,0.7528,3571791.0,,604606.0,454.0,503,243.0,136.0,379.0,322.714285714286,
2021-11-09,22637009.0,13049.0,14442.0,11539002.0,0.78,11098007.0,0.7521,3571791.0,,604152.0,441.0,492,244.0,134.0,378.0,322.0,
2021-11-08,22623960.0,17057.0,14545.0,11534328.0,0.7817,11089632.0,0.7516,3571791.0,,603711.0,480.0,476,105.0,127.0,232.0,320.285714285714,
2021-11-07,22606903.0,12754.0,13169.0,11528900.0,0.7813,11078003.0,0.7508,3571791.0,,603231.0,636.0,468,93.0,126.0,219.0,325.285714285714,
2021-11-06,22594149.0,8809.0,13596.0,11524786.0,0.7811,11069363.0,0.7502,3571791.0,,602595.0,508.0,426,203.0,130.0,333.0,327.857142857143,
2021-11-05,22585340.0,15901.0,15527.0,11521845.0,0.7809,11063495.0,0.7498,3571791.0,,602087.0,563.0,404,225.0,129.0,354.0,329.571428571429,
2021-11-04,22569439.0,16588.0,16279.0,11516403.0,0.7805,11053036.0,0.7491,3571791.0,,601524.0,438.0,383,234.0,130.0,364.0,327.714285714286,
2021-11-03,22552851.0,16933.0,16825.0,11510553.0,0.7801,11042298.0,0.7484,3571791.0,,601086.0,378.0,379,237.0,137.0,374.0,322.714285714286,
2021-11-02,22535918.0,13774.0,17515.0,11504396.0,0.7797,11031522.0,0.7476,3571791.0,,600708.0,331.0,371,230.0,136.0,366.0,319.142857142857,
2021-11-01,22522144.0,7427.0,18180.0,11499285.0,0.7793,11022859.0,0.75,3571791.0,,600377.0,422.0,362,134.0,133.0,267.0,319.857142857143,
2021-10-31,22514717.0,15740.0,18504.0,11496950.0,0.7792,11017767.0,0.7467,3571791.0,,599955.0,340.0,349,104.0,133.0,237.0,324.714285714286,
2021-10-30,22498977.0,22323.0,19010.0,11491955.0,0.7788,11007022.0,0.75,3571791.0,,599615.0,356.0,353,213.0,132.0,345.0,330.142857142857,
2021-10-29,22476654.0,21170.0,19713.0,11484924.0,0.7784,10991730.0,0.7449,3571791.0,,599259.0,419.0,355,211.0,130.0,341.0,338.714285714286,
2021-10-28,22455484.0,20408.0,20370.0,11477912.0,0.7779,10977572.0,0.74,3571791.0,,598840.0,409.0,366,197.0,132.0,329.0,348.571428571429,
2021-10-27,22435076.0,21761.0,20696.0,11471029.0,0.7774,10964047.0,0.7431,3571791.0,,598431.0,321.0,366,215.0,134.0,349.0,363.714285714286,
2021-10-26,22413315.0,18428.0,21199.0,11463641.0,0.7769,10949674.0,0.7421,3571791.0,,598110.0,269.0,364,233.0,138.0,371.0,373.428571428571,
2021-10-25,22394887.0,9697.0,21611.0,11457182.0,0.7765,10937705.0,0.7413,3571791.0,,597841.0,326.0,372,163.0,138.0,301.0,380.285714285714,
2021-10-24,22385190.0,19285.0,21997.0,11454145.0,0.7763,10931045.0,0.7408,3571791.0,,597515.0,370.0,379,138.0,137.0,275.0,382.0,
2021-10-23,22365905.0,27243.0,22529.0,11447674.0,0.7758,10918231.0,0.74,3571791.0,,597145.0,373.0,389,269.0,136.0,405.0,388.285714285714,
2021-10-22,22338662.0,25770.0,22976.0,11438633.0,0.7752,10900029.0,0.7387,3571791.0,,596772.0,492.0,406,261.0,149.0,410.0,388.428571428571,
2021-10-21,22312892.0,22689.0,23546.0,11429671.0,0.7746,10883221.0,0.7376,3571791.0,,596280.0,413.0,406,274.0,161.0,435.0,391.0,
2021-10-20,22290203.0,25284.0,24413.0,11421523.0,0.7741,10868680.0,0.7366,3571791.0,,595867.0,304.0,407,258.0,159.0,417.0,387.714285714286,
2021-10-19,22264919.0,21310.0,25066.0,11412410.0,0.7734,10852509.0,0.7355,3571791.0,,595563.0,328.0,407,260.0,159.0,419.0,384.571428571429,
2021-10-18,22243609.0,12399.0,22809.0,11404859.0,0.7729,10838750.0,0.7346,3571791.0,,595235.0,373.0,416,145.0,168.0,313.0,368.142857142857,
2021-10-17,22231210.0,23011.0,22783.0,11400803.0,0.7727,10830407.0,0.73,3571791.0,,594862.0,443.0,428,155.0,164.0,319.0,369.142857142857,
2021-10-16,22208199.0,30369.0,23674.0,11393091.0,0.7721,10815108.0,0.73,3571791.0,,594419.0,486.0,441,242.0,164.0,406.0,367.714285714286,
2021-10-15,22177830.0,29762.0,24723.0,11383061.0,0.7715,10794769.0,0.7316,3571791.0,,593933.0,496.0,465,265.0,163.0,428.0,368.428571428571,
2021-10-14,22148068.0,28756.0,24839.0,11372723.0,0.7708,10775345.0,0.7303,3571791.0,,593437.0,417.0,476,254.0,158.0,412.0,368.0,
2021-10-13,22119312.0,29857.0,24337.0,11362377.0,0.7701,10756935.0,0.73,3571791.0,,593020.0,306.0,500,242.0,153.0,395.0,370.285714285714,
2021-10-12,22089455.0,5512.0,24685.0,11351403.0,0.7693,10738052.0,0.7277,3571791.0,,592714.0,390.0,525,155.0,149.0,304.0,376.142857142857,
2021-10-11,22083943.0,12213.0,27680.0,11349380.0,0.7692,10734563.0,0.7275,3571791.0,,592324.0,458.0,530,165.0,155.0,320.0,394.428571428571,
2021-10-10,22071730.0,29247.0,28686.0,11345056.0,0.7689,10726674.0,0.73,3571791.0,,591866.0,535.0,538,156.0,153.0,309.0,392.285714285714,
2021-10-09,22042483.0,37715.0,27920.0,11334775.0,0.7682,10707708.0,0.7257,3571791.0,,591331.0,654.0,544,258.0,153.0,411.0,392.0,
2021-10-08,22004768.0,30575.0,27865.0,11320412.0,0.7672,10684356.0,0.7241,3571791.0,,590677.0,573.0,551,271.0,154.0,425.0,395.571428571429,
2021-10-07,21974193.0,25240.0,27741.0,11309114.0,0.7664,10665079.0,0.7228,3571791.0,,590104.0,587.0,565,279.0,149.0,428.0,397.857142857143,
2021-10-06,21948953.0,32296.0,29500.0,11299600.0,0.7658,10649353.0,0.7217,3571791.0,,589517.0,476.0,574,280.0,156.0,436.0,406.142857142857,
2021-10-05,21916657.0,26472.0,30357.0,11287525.0,0.77,10629132.0,0.7204,3571791.0,,589041.0,429.0,576,277.0,155.0,432.0,410.142857142857,
2021-10-04,21890185.0,19255.0,31126.0,11277805.0,0.7643,10612380.0,0.7192,3571791.0,,588612.0,511.0,582,146.0,159.0,305.0,419.142857142857,
2021-10-03,21870930.0,23884.0,31297.0,11271473.0,0.7639,10599457.0,0.7184,3571791.0,,588101.0,580.0,596,144.0,163.0,307.0,428.428571428571,
2021-10-02,21847046.0,37333.0,33263.0,11263479.0,0.7634,10583567.0,0.7173,3571791.0,,587521.0,704.0,607,274.0,162.0,436.0,438.142857142857,
2021-10-01,21809713.0,29704.0,34768.0,11250750.0,0.7625,10558963.0,0.7156,3571791.0,,586817.0,668.0,597,278.0,163.0,441.0,447.428571428571,
2021-09-30,21780009.0,37553.0,37175.0,11239830.0,0.7618,10540179.0,0.7143,3571791.0,,586149.0,647.0,606,315.0,171.0,486.0,456.0,
2021-09-29,21742456.0,38297.0,38204.0,11225353.0,0.7608,10517103.0,0.7128,3571791.0,,585502.0,495.0,610,292.0,172.0,464.0,458.0,
2021-09-28,21704159.0,31855.0,38532.0,11210437.0,0.7598,10493722.0,0.7112,3571791.0,,585007.0,466.0,606,315.0,180.0,495.0,461.142857142857,
2021-09-27,21672304.0,20454.0,38277.0,11197467.0,0.7589,10474837.0,0.7099,3571791.0,,584541.0,613.0,621,186.0,184.0,370.0,463.142857142857,
2021-09-26,21651850.0,37645.0,37743.0,11190066.0,0.7584,10461784.0,0.71,3571791.0,,583928.0,653.0,621,198.0,177.0,375.0,468.857142857143,
2021-09-25,21614205.0,47871.0,36647.0,11176654.0,0.7575,10437551.0,0.7074,3571791.0,,583275.0,640.0,629,323.0,178.0,501.0,476.285714285714,
2021-09-24,21566334.0,46550.0,35410.0,11159460.0,0.7563,10406874.0,0.7053,3571791.0,,582635.0,727.0,655,308.0,193.0,501.0,478.142857142857,
2021-09-23,21519784.0,44754.0,33801.0,11141404.0,0.7551,10378380.0,0.7034,3571791.0,,581908.0,677.0,665,307.0,193.0,500.0,482.285714285714,
2021-09-22,21475030.0,40596.0,32473.0,11123719.0,0.7539,10351311.0,0.7015,,,581231.0,463.0,692,299.0,187.0,486.0,487.857142857143,
2021-09-21,21434434.0,30072.0,31773.0,11107242.0,0.7528,10327192.0,0.6999,,,580768.0,574.0,710,330.0,179.0,509.0,494.714285714286,
2021-09-20,21404362.0,16712.0,31570.0,11094649.0,0.7519,10309713.0,0.6987,,,580194.0,610.0,711,233.0,177.0,410.0,501.285714285714,
2021-09-19,21387650.0,29975.0,31446.0,11088205.0,0.7515,10299445.0,0.7,,,579584.0,715.0,709,245.0,182.0,427.0,518.142857142857,
2021-09-18,21357675.0,39210.0,31333.0,11077105.0,0.7507,10280570.0,0.6967,,,578869.0,821.0,719,329.0,185.0,514.0,524.714285714286,
2021-09-17,21318465.0,35285.0,31477.0,11061902.0,0.7497,10256563.0,0.6951,,,578048.0,795.0,724,336.0,194.0,530.0,528.857142857143,
2021-09-16,21283180.0,35463.0,31557.0,11047037.0,0.7487,10236143.0,0.6937,,,577253.0,864.0,732,348.0,191.0,539.0,530.0,
2021-09-15,21247717.0,35691.0,31975.0,11031766.0,0.7477,10215951.0,0.6924,,,576389.0,593.0,722,346.0,188.0,534.0,531.571428571429,
2021-09-14,21212026.0,28657.0,32330.0,11016595.0,0.7466,10195431.0,0.69,,,575796.0,577.0,717,363.0,192.0,555.0,536.571428571429,
2021-09-13,21183369.0,15842.0,30292.0,11004057.0,0.7458,10179312.0,0.6899,,,575219.0,600.0,715,339.0,189.0,528.0,526.857142857143,
2021-09-12,21167527.0,29182.0,31075.0,10997441.0,0.7453,10170086.0,0.6893,,,574619.0,784.0,712,289.0,184.0,473.0,519.285714285714,
2021-09-11,21138345.0,40220.0,31542.0,10985708.0,0.7445,10152637.0,0.6881,,,573835.0,857.0,716,363.0,180.0,543.0,515.285714285714,
2021-09-10,21098125.0,35844.0,32352.0,10969176.0,0.7434,10128949.0,0.6865,,,572978.0,848.0,729,361.0,177.0,538.0,506.428571428571,
2021-09-09,21062281.0,38391.0,33496.0,10952699.0,0.7423,10109582.0,0.6852,,,572130.0,798.0,723,365.0,185.0,550.0,500.285714285714,
2021-09-08,21023890.0,38174.0,33033.0,10934656.0,0.7411,10089234.0,0.6838,,,571332.0,554.0,732,375.0,194.0,569.0,490.571428571429,
