date,total_doses_administered,New doses,New dose 7 day average,total_individuals_at_least_one,% of pop one dose,total_individuals_fully_vaccinated,% of pop two doses,total_individuals_3doses,% of pop three doses,Total Cases,New Cases,New Cases 7 Day Average,Number of patients hospitalized with COVID-19,Number of patients in ICU due to COVID-19,Hospitial + ICU,Hospital + ICU average,Email sent?
2021-05-09,6144685.0,121075.0,117188.0,5751850.0,0.3898,392835.0,0.0266,,,492303.0,3216.0,"3,120",1640.0,848.0,2488.0,2802.57142857143,
2021-05-08,6023610.0,138125.0,110847.0,5632620.0,0.3817,390990.0,0.0265,,,489087.0,2864.0,"3,193",1832.0,851.0,2683.0,2855.14285714286,
2021-05-07,5885485.0,144724.0,106500.0,5498001.0,0.3726,387484.0,0.0263,,,486223.0,3166.0,"3,266",1924.0,858.0,2782.0,2907.85714285714,
2021-05-06,5740761.0,141038.0,101856.0,5356172.0,0.36,384589.0,0.0261,,,483057.0,3424.0,"3,369",1964.0,877.0,2841.0,2951.0,
2021-05-05,5599723.0,132603.0,98931.0,5218600.0,0.3537,381123.0,0.0258,,,479633.0,2941.0,"3,432",2075.0,882.0,2957.0,2992.57142857143,
2021-05-04,5467120.0,88871.0,96584.0,5089035.0,0.3449,378085.0,0.0256,,,476692.0,2791.0,"3,509",2167.0,886.0,3053.0,3021.28571428571,
2021-05-03,5378249.0,53880.0,97434.0,5002344.0,0.34,375905.0,0.0255,,,473901.0,3436.0,"3,577",1925.0,889.0,2814.0,3043.85714285714,
2021-05-02,5324369.0,76685.0,99638.0,4949089.0,0.3354,375280.0,0.0254,,,470465.0,3732.0,"3,588",1961.0,895.0,2856.0,3091.57142857143,
2021-05-01,5247684.0,107700.0,102902.0,4874125.0,0.3303,373559.0,0.0253,,,466733.0,3369.0,"3,618",2152.0,900.0,3052.0,3108.85714285714,
2021-04-30,5139984.0,112214.0,105616.0,4768874.0,0.3232,371110.0,0.0252,,,463364.0,3887.0,"3,722",2201.0,883.0,3084.0,3117.14285714286,
2021-04-29,5027770.0,120567.0,108710.0,4659367.0,0.3158,368403.0,0.03,,,459477.0,3871.0,"3,810",2248.0,884.0,3132.0,3120.14285714286,
2021-04-28,4907203.0,116173.0,110760.0,4542037.0,0.3078,365166.0,0.0247,,,455606.0,3480.0,"3,783",2281.0,877.0,3158.0,3123.57142857143,
2021-04-27,4791030.0,94819.0,113692.0,4428467.0,0.3001,362563.0,0.0246,,,452126.0,3265.0,"3,888",2336.0,875.0,3211.0,3118.85714285714,
2021-04-26,4696211.0,69308.0,113062.0,4335045.0,0.2938,361166.0,0.0245,,,448861.0,3510.0,"3,917",2271.0,877.0,3148.0,3107.71428571429,
2021-04-25,4626903.0,99535.0,112717.0,4266549.0,0.2892,360354.0,0.0244,,,445351.0,3947.0,"4,051",2126.0,851.0,2977.0,3080.42857142857,
2021-04-24,4527368.0,126694.0,110865.0,4168592.0,0.2825,358776.0,0.0243,,,441404.0,4094.0,"4,094",2277.0,833.0,3110.0,3062.0,
2021-04-23,4400674.0,133872.0,108091.0,4045466.0,0.2742,355208.0,0.0241,,,437310.0,4505.0,"4,132",2287.0,818.0,3105.0,3016.42857142857,
2021-04-22,4266802.0,134920.0,105485.0,3915448.0,0.2654,351354.0,0.0238,,,432805.0,3682.0,"4,176",2350.0,806.0,3156.0,2952.28571428571,
2021-04-21,4131882.0,136695.0,101273.0,3782486.0,0.2563,349396.0,0.0237,,,429123.0,4212.0,"4,327",2335.0,790.0,3125.0,2871.57142857143,
2021-04-20,3995187.0,90409.0,97861.0,3647590.0,0.2472,347597.0,0.0236,,,424911.0,3469.0,"4,319",2360.0,773.0,3133.0,2785.0,
2021-04-19,3904778.0,66897.0,98616.0,3558773.0,0.2412,346005.0,0.0234,,,421442.0,4447.0,"4,348",2202.0,755.0,2957.0,2687.14285714286,
2021-04-18,3837881.0,86565.0,99734.0,3492571.0,0.2367,345310.0,0.0234,,,416995.0,4250.0,"4,341",2107.0,741.0,2848.0,2588.28571428571,
2021-04-17,3751316.0,107278.0,100910.0,3407072.0,0.2309,344244.0,0.0233,,,412745.0,4362.0,"4,370",2065.0,726.0,2791.0,2484.0,
2021-04-16,3644038.0,115634.0,100553.0,3302105.0,0.2238,341933.0,0.0232,,,408383.0,4812.0,"4,292",1955.0,701.0,2656.0,2386.57142857143,
2021-04-15,3528404.0,105430.0,99089.0,3188913.0,0.2161,339491.0,0.02,,,403571.0,4736.0,"4,208",1932.0,659.0,2591.0,2299.14285714286,
2021-04-14,3422974.0,112817.0,99536.0,3085768.0,0.2091,337206.0,0.0229,,,398835.0,4156.0,"4,003",1877.0,642.0,2519.0,2206.42857142857,
2021-04-13,3310157.0,95692.0,98331.0,2974895.0,0.2016,335262.0,0.0227,,,394679.0,3670.0,"3,868",1822.0,626.0,2448.0,2118.14285714286,
2021-04-12,3214465.0,74722.0,95546.0,2881046.0,0.1953,333419.0,0.0226,,,391009.0,4401.0,"3,782",1646.0,619.0,2265.0,2007.14285714286,
2021-04-11,3139743.0,94794.0,92365.0,2806593.0,0.1902,333150.0,0.0226,,,386608.0,4456.0,"3,573",1513.0,605.0,2118.0,1888.71428571429,
2021-04-10,3044949.0,104783.0,88698.0,2713967.0,0.1839,330982.0,0.0224,,,382152.0,3813.0,"3,371",1524.0,585.0,2109.0,1770.0,
2021-04-09,2940166.0,105382.0,82239.0,2611568.0,0.18,328598.0,0.0223,,,378339.0,4227.0,"3,256",1492.0,552.0,2044.0,1646.85714285714,
2021-04-08,2834784.0,108563.0,79782.0,2508424.0,0.17,326360.0,0.0221,,,374112.0,3295.0,"3,093",1417.0,525.0,1942.0,1583.0,
2021-04-07,2726221.0,104382.0,76281.0,2401438.0,0.1628,324783.0,0.02,,,370817.0,3215.0,"2,988",1397.0,504.0,1901.0,1526.85714285714,
2021-04-06,2621839.0,76199.0,74208.0,2298691.0,0.1558,323148.0,0.0219,,,367602.0,3065.0,"2,862",1161.0,510.0,1671.0,1474.57142857143,
2021-04-05,2545640.0,52452.0,73415.0,2223443.0,0.1507,322197.0,0.0218,,,364537.0,2938.0,"2,758",942.0,494.0,1436.0,1450.28571428571,
2021-04-04,2493188.0,69125.0,73129.0,2171140.0,0.1471,322048.0,0.0218,,,361599.0,3041.0,"2,637",811.0,476.0,1287.0,1423.71428571429,
2021-04-03,2424063.0,59567.0,72533.0,2102594.0,0.1425,321469.0,0.0218,,,358558.0,3009.0,"2,552",796.0,451.0,1247.0,1427.0,
2021-04-02,2364496.0,88183.0,75129.0,2044146.0,0.1385,320350.0,0.0217,,,355549.0,3089.0,"2,473",1162.0,435.0,1597.0,1445.57142857143,
2021-04-01,2276313.0,84060.0,74388.0,1958598.0,0.1327,317715.0,0.0215,,,352460.0,2557.0,"2,341",1116.0,433.0,1549.0,1402.71428571429,
2021-03-31,2192253.0,89873.0,73729.0,1876433.0,0.1272,315820.0,0.0214,,,349903.0,2333.0,"2,316",1111.0,424.0,1535.0,1360.57142857143,
2021-03-30,2102380.0,70645.0,71240.0,1788491.0,0.1212,313889.0,0.0213,,,347570.0,2336.0,"2,207",1090.0,411.0,1501.0,1320.71428571429,
2021-03-29,2031735.0,50453.0,68385.0,1720487.0,0.1166,311248.0,0.0211,,,345234.0,2094.0,"2,094",841.0,409.0,1250.0,1281.28571428571,
2021-03-28,1981282.0,64950.0,65654.0,1671997.0,0.1133,309285.0,0.02,,,343140.0,2448.0,"2,038",917.0,393.0,1310.0,1266.14285714286,
2021-03-27,1916332.0,77740.0,62207.0,1608031.0,0.11,308301.0,0.0209,,,340692.0,2453.0,"1,944",985.0,392.0,1377.0,1236.14285714286,
2021-03-26,1838592.0,82996.0,59713.0,1532219.0,0.1038,306373.0,0.0208,,,338239.0,2169.0,"1,855",913.0,384.0,1297.0,1196.57142857143,
2021-03-25,1755596.0,79446.0,56592.0,1451210.0,0.0984,304386.0,0.0206,,,336070.0,2380.0,"1,794",894.0,360.0,1254.0,1169.14285714286,
2021-03-24,1676150.0,72451.0,53545.0,1373486.0,0.0931,302664.0,0.0205,,,333690.0,1571.0,"1,676",893.0,363.0,1256.0,1143.0,
2021-03-23,1603699.0,50659.0,51510.0,1302656.0,0.0883,301043.0,0.0204,,,332119.0,1546.0,"1,667",868.0,357.0,1225.0,1117.14285714286,
2021-03-22,1553040.0,31335.0,51641.0,1253743.0,0.09,299297.0,0.0203,,,330573.0,1699.0,"1,600",813.0,331.0,1144.0,1097.28571428571,
2021-03-21,1521705.0,40823.0,51907.0,1223156.0,0.0829,298549.0,0.0202,,,328874.0,1791.0,"1,550",760.0,340.0,1100.0,1080.71428571429,
2021-03-20,1480882.0,60283.0,52055.0,1183748.0,0.0802,297134.0,0.0201,,,327083.0,1829.0,"1,494",765.0,335.0,1100.0,1054.57142857143,
2021-03-19,1420599.0,61146.0,51098.0,1125850.0,0.0763,294749.0,0.02,,,325254.0,1745.0,"1,424",759.0,346.0,1105.0,1039.85714285714,
2021-03-18,1359453.0,58119.0,48578.0,1067184.0,0.0723,292269.0,0.0198,,,323509.0,1553.0,"1,356",730.0,341.0,1071.0,1023.42857142857,
2021-03-17,1301334.0,58202.0,46077.0,1010675.0,0.0685,290659.0,0.0197,,,321956.0,1508.0,"1,313",741.0,334.0,1075.0,1011.57142857143,
2021-03-16,1243132.0,51579.0,42800.0,954214.0,0.0647,288918.0,0.0196,,,320448.0,1074.0,"1,274",761.0,325.0,1086.0,999.0,
2021-03-15,1191553.0,33198.0,39867.0,904270.0,0.0613,287283.0,0.0195,,,319374.0,1350.0,"1,291",699.0,329.0,1028.0,988.857142857143,
2021-03-14,1158355.0,41859.0,38250.0,872740.0,0.0591,285615.0,0.0194,,,318024.0,1401.0,"1,263",601.0,316.0,917.0,976.857142857143,
2021-03-13,1116496.0,53586.0,36583.0,831810.0,0.0564,284686.0,0.0193,,,316623.0,1337.0,"1,215",689.0,308.0,997.0,976.428571428571,
2021-03-12,1062910.0,43503.0,34599.0,780162.0,0.0529,282748.0,0.0192,,,315286.0,1269.0,"1,172",676.0,314.0,990.0,967.142857142857,
2021-03-11,1019407.0,40610.0,33511.0,737693.0,0.05,281714.0,0.0191,,,314017.0,1252.0,"1,143",680.0,308.0,988.0,962.142857142857,
2021-03-10,978797.0,35264.0,32054.0,699593.0,0.0474,279204.0,0.0189,,,312765.0,1238.0,"1,116",678.0,309.0,987.0,957.428571428571,
2021-03-09,943533.0,31047.0,30930.0,667340.0,0.0452,276193.0,0.0187,,,311527.0,1187.0,"1,094",689.0,326.0,1015.0,954.857142857143,
2021-03-08,912486.0,21882.0,29684.0,638810.0,0.0433,273676.0,0.0185,,,310340.0,1155.0,"1,081",626.0,318.0,944.0,950.857142857143,
2021-03-07,890604.0,30192.0,29048.0,618797.0,0.0419,271807.0,0.0184,,,309185.0,1069.0,"1,073",606.0,308.0,914.0,954.571428571429,
2021-03-06,860412.0,39698.0,27473.0,589787.0,0.04,270625.0,0.0183,,,308116.0,1035.0,"1,078",620.0,312.0,932.0,959.571428571429,
2021-03-05,820714.0,35886.0,25278.0,551651.0,0.0374,269063.0,0.0182,,,307081.0,1063.0,"1,089",643.0,312.0,955.0,967.571428571429,
2021-03-04,784828.0,30409.0,23267.0,516710.0,0.04,268118.0,0.0182,,,306018.0,1064.0,"1,096",649.0,306.0,955.0,974.0,
2021-03-03,754419.0,27398.0,21653.0,487709.0,0.0331,266710.0,0.0181,,,304954.0,1084.0,"1,101",668.0,301.0,969.0,980.428571428571,
2021-03-02,727021.0,22326.0,20188.0,462125.0,0.0313,264896.0,0.02,,,303870.0,1098.0,"1,101",677.0,310.0,987.0,983.571428571429,
2021-03-01,704695.0,17424.0,19320.0,441481.0,0.0299,263214.0,0.0178,,,302772.0,1099.0,"1,095",659.0,311.0,970.0,989.857142857143,
2021-02-28,687271.0,19167.0,18677.0,425168.0,0.0288,262103.0,0.0178,,,301673.0,1104.0,"1,087",627.0,322.0,949.0,987.857142857143,
2021-02-27,668104.0,24339.0,18282.0,407132.0,0.0276,260972.0,0.0177,,,300569.0,1108.0,"1,077",680.0,308.0,988.0,990.428571428571,
2021-02-26,643765.0,21805.0,17847.0,385751.0,0.0261,258014.0,0.0175,,,299461.0,1114.0,"1,063",683.0,317.0,1000.0,991.142857142857,
2021-02-25,621960.0,19112.0,17156.0,366511.0,0.0248,255449.0,0.0173,,,298347.0,1099.0,"1,051",687.0,313.0,1000.0,990.571428571429,
2021-02-24,602848.0,17141.0,16195.0,351258.0,0.0238,251590.0,0.0171,,,297248.0,1084.0,"1,039",675.0,316.0,991.0,1001.14285714286,
2021-02-23,585707.0,16252.0,15047.0,338665.0,0.02,247042.0,0.0167,,,296164.0,1055.0,"1,027",718.0,313.0,1031.0,1010.0,
2021-02-22,569455.0,12922.0,13447.0,328786.0,0.0223,240669.0,0.0163,,,295109.0,1045.0,"1,024",646.0,310.0,956.0,1016.28571428571,
2021-02-21,556533.0,16404.0,12701.0,320611.0,0.0217,235922.0,0.02,,,294064.0,1031.0,"1,025",660.0,307.0,967.0,1032.57142857143,
2021-02-20,540129.0,21295.0,11883.0,310978.0,0.0211,229151.0,0.0155,,,293033.0,1016.0,"1,034",699.0,294.0,993.0,1042.14285714286,
2021-02-19,518834.0,16967.0,10913.0,301119.0,0.0204,217715.0,0.0148,,,292017.0,1026.0,"1,056",689.0,307.0,996.0,1058.57142857143,
2021-02-18,501867.0,12383.0,10719.0,296065.0,0.0201,205802.0,0.0139,,,290991.0,1016.0,"1,078",758.0,316.0,1074.0,1072.14285714286,
2021-02-17,489484.0,9107.0,11052.0,294118.0,0.0199,195366.0,0.0132,,,289975.0,1002.0,"1,113",719.0,334.0,1053.0,1092.14285714286,
2021-02-16,480377.0,5053.0,11678.0,293443.0,0.0199,186934.0,0.0127,,,288973.0,1035.0,"1,163",742.0,333.0,1075.0,1125.85714285714,
2021-02-15,475324.0,7698.0,12736.0,293187.0,0.0199,182137.0,0.0123,,,287938.0,1051.0,"1,211",739.0,331.0,1070.0,1152.0,
2021-02-14,467626.0,10679.0,12635.0,292983.0,0.0199,174643.0,0.0118,,,286887.0,1094.0,"1,250",705.0,329.0,1034.0,1180.71428571429,
2021-02-13,456947.0,14506.0,12040.0,292640.0,0.0198,164307.0,0.0111,,,285793.0,1167.0,"1,298",786.0,322.0,1108.0,1218.42857142857,
2021-02-12,442441.0,15605.0,11385.0,291159.0,0.0197,151282.0,0.0103,,,284626.0,1180.0,"1,343",763.0,328.0,1091.0,1258.0,
2021-02-11,426836.0,14717.0,10254.0,289848.0,0.0196,136988.0,0.0093,,,283446.0,1264.0,"1,399",883.0,331.0,1214.0,1302.42857142857,
2021-02-10,412119.0,13486.0,9113.0,286394.0,0.0194,125725.0,0.0085,,,282182.0,1353.0,"1,447",948.0,341.0,1289.0,1337.14285714286,
2021-02-09,398633.0,12462.0,7717.0,283104.0,0.0192,115529.0,0.0078,,,280829.0,1367.0,"1,493",909.0,349.0,1258.0,1357.85714285714,
2021-02-08,386171.0,6987.0,6324.0,280008.0,0.02,106163.0,0.0072,,,279462.0,1327.0,"1,547",901.0,370.0,1271.0,1401.14285714286,
2021-02-07,379184.0,6518.0,5649.0,277440.0,0.0188,101744.0,0.0069,,,278135.0,1428.0,"1,628",926.0,372.0,1298.0,1439.71428571429,
2021-02-06,372666.0,9917.0,5120.0,276093.0,0.0187,96573.0,0.0065,,,276707.0,1479.0,"1,693",1021.0,364.0,1385.0,1474.85714285714,
2021-02-05,362749.0,7694.0,5042.0,274918.0,0.0186,87831.0,0.00595,,,275228.0,1576.0,"1,763",1043.0,359.0,1402.0,1513.85714285714,
2021-02-04,355055.0,6724.0,5402.0,274078.0,0.0186,80977.0,0.00549,,,273652.0,1600.0,"1,825",1101.0,356.0,1457.0,1553.85714285714,
2021-02-03,348331.0,3716.0,6143.0,273337.0,0.0185,74994.0,0.00508,,,272052.0,1675.0,"1,901",1066.0,368.0,1434.0,1592.0,
2021-02-02,344615.0,2715.0,6971.0,272558.0,0.0185,72057.0,0.00488,,,270377.0,1746.0,"1,976",1192.0,369.0,1561.0,1641.71428571429,
2021-02-01,341900.0,2256.0,7970.0,271607.0,0.0184,70293.0,0.00476,,,268631.0,1889.0,"2,062",1158.0,383.0,1541.0,1686.0,
2021-01-31,339644.0,2816.0,8439.0,270795.0,0.0184,68849.0,0.00467,,,266742.0,1887.0,"2,131",1159.0,385.0,1544.0,1725.28571428571,
2021-01-30,336828.0,9373.0,8669.0,269041.0,0.0182,67787.0,0.00459,,,264855.0,1968.0,"2,213",1273.0,385.0,1658.0,1768.85714285714,
2021-01-29,327455.0,10215.0,8924.0,265776.0,0.02,61679.0,0.00418,,,262887.0,2011.0,"2,303",1291.0,391.0,1682.0,1806.14285714286,
2021-01-28,317240.0,11910.0,9060.0,261954.0,0.0178,55286.0,0.00375,,,260876.0,2128.0,"2,402",1338.0,386.0,1724.0,1839.85714285714,
2021-01-27,305330.0,9513.0,9630.0,257100.0,0.0174,48230.0,0.00327,,,258748.0,2205.0,"2,491",1382.0,400.0,1782.0,1871.14285714286,
2021-01-26,295817.0,9707.0,10240.0,254174.0,0.0172,41643.0,0.00282,,,256543.0,2346.0,"2,583",1466.0,405.0,1871.0,1904.28571428571,
2021-01-25,286110.0,5537.0,10903.0,250482.0,0.02,35628.0,0.00241,,,254197.0,2371.0,"2,661",1398.0,418.0,1816.0,1929.28571428571,
2021-01-24,280573.0,4427.0,11497.0,249132.0,0.0169,31441.0,0.00213,,,251826.0,2459.0,"2,756",1436.0,413.0,1849.0,1953.71428571429,
2021-01-23,276146.0,11161.0,12437.0,247192.0,0.0168,28954.0,0.00196,,,249367.0,2603.0,"2,854",1501.0,418.0,1919.0,1973.14285714286,
2021-01-22,264985.0,11168.0,12908.0,240339.0,0.0163,24646.0,0.00167,,,246764.0,2703.0,"2,942",1512.0,406.0,1918.0,1992.28571428571,
2021-01-21,253817.0,15899.0,13542.0,233704.0,0.0158,20113.0,0.00136,,,244061.0,2751.0,"3,023",1533.0,410.0,1943.0,2012.57142857143,
2021-01-20,237918.0,13784.0,13305.0,221737.0,0.02,16181.0,0.001,,,241310.0,2850.0,"3,123",1598.0,416.0,2014.0,2030.71428571429,
2021-01-19,224134.0,14346.0,12940.0,211329.0,0.0143,12805.0,0.00087,,,238460.0,2893.0,"3,213",1626.0,420.0,2046.0,2040.57142857143,
2021-01-18,209788.0,9691.0,12526.0,198912.0,0.0135,10876.0,0.00074,,,235567.0,3035.0,"3,303",1571.0,416.0,1987.0,2050.0,
2021-01-17,200097.0,11007.0,12407.0,189240.0,0.0128,10857.0,0.00074,,,232532.0,3143.0,"3,378",1570.0,415.0,1985.0,2048.28571428571,
2021-01-16,189090.0,14460.0,12261.0,179423.0,0.0122,9667.0,0.00066,,,229389.0,3218.0,"3,435",1632.0,421.0,2053.0,2035.28571428571,
2021-01-15,174630.0,15609.0,12438.0,166083.0,0.0113,8547.0,0.00058,,,226171.0,3273.0,"3,462",1647.0,413.0,2060.0,2008.57142857143,
2021-01-14,159021.0,14237.0,12341.0,152374.0,0.0103,6647.0,0.00045,,,222898.0,3452.0,"3,479",1657.0,413.0,2070.0,1977.14285714286,
2021-01-13,144784.0,11231.0,,140395.0,0.0095,4389.0,0.0,,,219446.0,3480.0,"3,435",1674.0,409.0,2083.0,1946.28571428571,
2021-01-12,133553.0,11448.0,,130530.0,0.0088,3023.0,0.0,,,215966.0,3523.0,"3,383",1701.0,411.0,2112.0,1912.14285714286,
2021-01-11,122105.0,8859.0,,119163.0,0.0081,2942.0,0.0,,,212443.0,3555.0,,1563.0,412.0,1975.0,,
2021-01-10,113246.0,9983.0,,110304.0,0.0075,2942.0,0.0,,,208888.0,3546.0,,1483.0,411.0,1894.0,,
2021-01-09,103263.0,15700.0,,100323.0,0.0068,2940.0,0.0,,,205342.0,3406.0,,1457.0,409.0,1866.0,,
2021-01-08,87563.0,14932.0,,85536.0,0.0058,2027.0,0.00014,,,201936.0,3394.0,,1446.0,394.0,1840.0,,
2021-01-07,72631.0,12251.0,,71544.0,0.0048,1087.0,7e-05,,,198542.0,3141.0,,1472.0,382.0,1854.0,,
2021-01-06,60380.0,,,59950.0,0.0041,430.0,3e-05,,,320448.0,3114.0,,1463.0,381.0,1844.0,,
